Word1	Word2	Similarity
batensis	batuensis	0.8888888888888888
merstona	mersetona	0.8888888888888888
coronati	coronatio	0.8888888888888888
quareria	quarteria	0.8888888888888888
aperturam	apertura	0.8888888888888888
balduinus	baldwinus	0.8888888888888888
balduinus	baldinus	0.8888888888888888
wilburca	wilburcam	0.8888888888888888
decesorem	decesorum	0.8888888888888888
decesorem	decesore	0.8888888888888888
decesorem	decesores	0.8888888888888888
galerani	gualerani	0.8888888888888888
sucesuri	sucesuris	0.8888888888888888
puniendi	puniendis	0.8888888888888888
hertforde	hertford	0.8888888888888888
tedelino	teodelino	0.8888888888888888
bulestac	bulestaca	0.8888888888888888
posideri	posiderit	0.8888888888888888
berenger	berengero	0.8888888888888888
redingas	readingas	0.8888888888888888
dominicum	dominicam	0.8888888888888888
dominicum	dominium	0.8888888888888888
utilitate	utilitati	0.8888888888888888
exigebat	exigebant	0.8888888888888888
uisitare	uisitaret	0.8888888888888888
nominatam	nominatum	0.8888888888888888
abiurauit	abiuraui	0.8888888888888888
iamdicta	iamdictam	0.8888888888888888
iamdicta	iamdictas	0.8888888888888888
ulciltorp	ulkiltorp	0.8888888888888888
suorumque	tuorumque	0.8888888888888888
suorumque	quorumque	0.8888888888888888
reinfrido	reinfridi	0.8888888888888888
reinfrido	reimfrido	0.8888888888888888
peuerelus	peurelus	0.8888888888888888
nominatam	nominatas	0.8888888888888888
nominatam	nominata	0.8888888888888888
nominatam	nominatim	0.8888888888888888
mainasero	manasero	0.8888888888888888
leofwinis	leofwinus	0.8888888888888888
distincte	distincto	0.8888888888888888
distincte	distincta	0.8888888888888888
simplices	simplicem	0.8888888888888888
simplices	simplice	0.8888888888888888
tuberuila	auberuila	0.8888888888888888
tuberuila	uberuila	0.8888888888888888
caldecota	caldecote	0.8888888888888888
caldecota	caldecot	0.8888888888888888
caldecota	caldicota	0.8888888888888888
bureford	burneford	0.8888888888888888
sacristam	sacrista	0.8888888888888888
aluestein	aluestain	0.8888888888888888
seculares	secularis	0.8888888888888888
lundonien	londonien	0.8888888888888888
glocestre	glocestr	0.8888888888888888
glocestre	glecestre	0.8888888888888888
glocestre	glocestra	0.8888888888888888
euenerit	euenerint	0.8888888888888888
euenerit	deuenerit	0.8888888888888888
aduxerit	adauxerit	0.8888888888888888
aduxerit	aduixerit	0.8888888888888888
lanrentii	laurentii	0.8888888888888888
adelardum	adelardus	0.8888888888888888
longeuila	longauila	0.8888888888888888
longeuila	longeuil	0.8888888888888888
iamdictam	iamdictum	0.8888888888888888
iamdictam	iamdicta	0.8888888888888888
iamdictam	iamdictas	0.8888888888888888
iustitiis	iustitias	0.8888888888888888
iustitiis	iusticiis	0.8888888888888888
seluestun	seluistun	0.8888888888888888
teneduram	teneduras	0.8888888888888888
teneduram	teneuram	0.8888888888888888
uauasorum	uauasorem	0.8888888888888888
teneduram	tenedura	0.8888888888888888
teneduram	teneturam	0.8888888888888888
plintoni	plintonie	0.8888888888888888
hermanus	herimanus	0.8888888888888888
hermanus	heremanus	0.8888888888888888
londonie	londonien	0.8888888888888888
kelingtun	kedingtun	0.8888888888888888
hornimere	hornimera	0.8888888888888888
reimfridi	reimfrido	0.8888888888888888
goifridi	goisfridi	0.8888888888888888
goifridi	goinfridi	0.8888888888888888
goifridi	godifridi	0.8888888888888888
wodestoke	wodstoke	0.8888888888888888
wodestoke	wodestok	0.8888888888888888
wodestoke	wodestoce	0.8888888888888888
exintegre	exintegro	0.8888888888888888
remisimus	remitimus	0.8888888888888888
stapelton	stepelton	0.8888888888888888
iudicamus	iudicatus	0.8888888888888888
reimfridi	raimfridi	0.8888888888888888
reimfridi	reimfrid	0.8888888888888888
inocentii	inocencii	0.8888888888888888
reimfridi	reinfridi	0.8888888888888888
exactione	exactioni	0.8888888888888888
roboratam	roboratum	0.8888888888888888
roboratam	roboratas	0.8888888888888888
roboratam	roborata	0.8888888888888888
bugerico	burgerico	0.8888888888888888
ostensis	ostiensis	0.8888888888888888
detlinges	wetlinges	0.8888888888888888
detlinges	detlinge	0.8888888888888888
inocentii	inocentio	0.8888888888888888
inocentii	inocentie	0.8888888888888888
anglicana	anglicane	0.8888888888888888
lundonien	lundonie	0.8888888888888888
beuerlac	beuerlaco	0.8888888888888888
cranewele	cranewela	0.8888888888888888
goscelino	gocelino	0.8888888888888888
monteburc	monteborc	0.8888888888888888
monteburc	monteburg	0.8888888888888888
newentone	newenton	0.8888888888888888
presentum	presentem	0.8888888888888888
forifacta	forefacta	0.8888888888888888
forifacta	forifacti	0.8888888888888888
priorisa	priorisam	0.8888888888888888
tradenda	tradendam	0.8888888888888888
compelet	compelent	0.8888888888888888
gozelinus	gocelinus	0.8888888888888888
uoluntati	uoluntate	0.8888888888888888
salomonis	salomoni	0.8888888888888888
salomonis	salamonis	0.8888888888888888
arbitratu	arbitrati	0.8888888888888888
burtoniam	burtonam	0.8888888888888888
religiosi	religiosa	0.8888888888888888
readingas	radingas	0.8888888888888888
readingas	redingas	0.8888888888888888
religiosi	religioso	0.8888888888888888
capriolam	capreolam	0.8888888888888888
baptismum	baptismus	0.8888888888888888
religiosi	religioni	0.8888888888888888
religiosi	religiose	0.8888888888888888
seculares	secularem	0.8888888888888888
goscelino	goscelini	0.8888888888888888
goscelino	goselino	0.8888888888888888
goscelino	ioscelino	0.8888888888888888
incipient	incipiunt	0.8888888888888888
herefeld	hersefeld	0.8888888888888888
langeford	longeford	0.8888888888888888
langeford	langford	0.8888888888888888
langeford	langaford	0.8888888888888888
hapesburc	apesburc	0.8888888888888888
hapesburc	hapesbur	0.8888888888888888
andegauim	andegaui	0.8888888888888888
andegauim	andegauie	0.8888888888888888
uilanagio	uilenagio	0.8888888888888888
pakinton	pakintone	0.8888888888888888
andegauim	andegauis	0.8888888888888888
gratuitam	gratuitum	0.8888888888888888
prioratu	prioratum	0.8888888888888888
incipient	incipiens	0.8888888888888888
dunstale	dunstaple	0.8888888888888888
milesaint	mileseint	0.8888888888888888
gratuitam	gratuita	0.8888888888888888
solutioni	solutione	0.8888888888888888
sireburne	sireburna	0.8888888888888888
notigham	notingham	0.8888888888888888
sireburne	sireburn	0.8888888888888888
honoratis	honoretis	0.8888888888888888
prioratu	prioratui	0.8888888888888888
prioratu	prioratus	0.8888888888888888
beuerlac	beuerlaci	0.8888888888888888
wilingham	wlingham	0.8888888888888888
maisnilio	maisnilis	0.8888888888888888
religione	religiose	0.8888888888888888
eingerani	engerani	0.8888888888888888
acomodaui	comodaui	0.8888888888888888
aurifabri	aurifabro	0.8888888888888888
berneriis	bernerius	0.8888888888888888
berneriis	bernerias	0.8888888888888888
prebentes	presentes	0.8888888888888888
prebentes	prebente	0.8888888888888888
adquisita	acquisita	0.8888888888888888
adquisita	adquisite	0.8888888888888888
haneberge	haneberga	0.8888888888888888
haneberge	haneberg	0.8888888888888888
monstrari	monstrare	0.8888888888888888
kenulwort	kenelwort	0.8888888888888888
glastonie	glastonia	0.8888888888888888
herliwino	herlewino	0.8888888888888888
debuerat	debuerant	0.8888888888888888
separata	separatam	0.8888888888888888
ingliscam	inglisham	0.8888888888888888
contenti	contentio	0.8888888888888888
longitudo	longitud	0.8888888888888888
contenti	contentis	0.8888888888888888
herberto	hereberto	0.8888888888888888
nominatos	nominato	0.8888888888888888
nominatos	nominatus	0.8888888888888888
nominatos	nominatas	0.8888888888888888
sauigneio	sauignei	0.8888888888888888
sauigneio	sauigneii	0.8888888888888888
sauigneio	sauineio	0.8888888888888888
prebente	prebentes	0.8888888888888888
baldinus	baldwinus	0.8888888888888888
baldinus	balduinus	0.8888888888888888
uindicta	uindictam	0.8888888888888888
potisimum	notisimum	0.8888888888888888
eadmundus	eadmundum	0.8888888888888888
eadmundus	edmundus	0.8888888888888888
incipiens	incipient	0.8888888888888888
obtineant	optineant	0.8888888888888888
obtineant	obtineat	0.8888888888888888
obtineant	obtinent	0.8888888888888888
comitante	comitente	0.8888888888888888
ricmundie	ricmondie	0.8888888888888888
eligendo	eligendos	0.8888888888888888
keneswrd	kenesword	0.8888888888888888
keneswrd	kesneswrd	0.8888888888888888
nauiculam	nauicula	0.8888888888888888
euadiauit	uadiauit	0.8888888888888888
maluerint	ualuerint	0.8888888888888888
maluerint	maluerit	0.8888888888888888
bisantium	bizantium	0.8888888888888888
bisantium	bisantum	0.8888888888888888
lancastro	lancastri	0.8888888888888888
lancastro	lancastre	0.8888888888888888
lancastro	lancastra	0.8888888888888888
nominatos	nominatis	0.8888888888888888
religione	religioni	0.8888888888888888
wilingham	wilingeam	0.8888888888888888
windesor	windlesor	0.8888888888888888
omnimodam	omnimodum	0.8888888888888888
maltildi	maltildis	0.8888888888888888
hornimera	hornimere	0.8888888888888888
reinaldus	rainaldus	0.8888888888888888
reinaldus	reinalmus	0.8888888888888888
reinaldus	reinoldus	0.8888888888888888
reinaldus	renaldus	0.8888888888888888
dewesbiri	dewesberi	0.8888888888888888
libertati	libertat	0.8888888888888888
libertati	libertate	0.8888888888888888
iudicatus	iudicamus	0.8888888888888888
iudicatus	iudicatum	0.8888888888888888
dominium	dominicum	0.8888888888888888
mutauerit	putauerit	0.8888888888888888
haingeham	hingeham	0.8888888888888888
haingeham	caingeham	0.8888888888888888
haingeham	haingham	0.8888888888888888
designare	designate	0.8888888888888888
designare	resignare	0.8888888888888888
wilingham	wulingham	0.8888888888888888
wilingham	wicingham	0.8888888888888888
wilingham	gilingham	0.8888888888888888
wilingham	filingham	0.8888888888888888
wilingham	rilingham	0.8888888888888888
wilingham	witingham	0.8888888888888888
roceford	roceforde	0.8888888888888888
roceford	rocesford	0.8888888888888888
danegeld	danegelda	0.8888888888888888
adelwald	adelwaldo	0.8888888888888888
windesor	windesore	0.8888888888888888
windesor	windeshor	0.8888888888888888
windesor	windesour	0.8888888888888888
lucteburt	lucteburg	0.8888888888888888
conquesti	conquestu	0.8888888888888888
goldeford	geldeford	0.8888888888888888
goldeford	guldeford	0.8888888888888888
goldeford	gildeford	0.8888888888888888
eslingham	erlingham	0.8888888888888888
eslingham	elingham	0.8888888888888888
pecatoris	pecatori	0.8888888888888888
roboratus	roboratur	0.8888888888888888
danegeld	danegeldo	0.8888888888888888
roboratus	roboratum	0.8888888888888888
roboratus	roboratas	0.8888888888888888
roboratus	roboramus	0.8888888888888888
stotauila	stoteuila	0.8888888888888888
baiocens	baiocensi	0.8888888888888888
smetetuna	smitetuna	0.8888888888888888
rotescamb	rotescamp	0.8888888888888888
faciente	facientes	0.8888888888888888
faciente	facientem	0.8888888888888888
omnimodam	omnimodas	0.8888888888888888
omnimodam	omnimoda	0.8888888888888888
tunebruge	tunebrug	0.8888888888888888
benignus	benignius	0.8888888888888888
iamdictus	iamdictum	0.8888888888888888
gaufridi	gaudfridi	0.8888888888888888
winebald	winebaldi	0.8888888888888888
winebald	winebaldo	0.8888888888888888
februario	februarii	0.8888888888888888
aueberia	auesberia	0.8888888888888888
forinseco	forinseca	0.8888888888888888
forinseco	forenseco	0.8888888888888888
raimundus	reimundus	0.8888888888888888
oxeforde	oxenforde	0.8888888888888888
recipient	recipiunt	0.8888888888888888
recipient	recipiet	0.8888888888888888
recipient	recipiant	0.8888888888888888
denegelde	denegeld	0.8888888888888888
denegelde	denegeldo	0.8888888888888888
extraneus	extraneos	0.8888888888888888
extraneus	extraneis	0.8888888888888888
extraneus	extraneum	0.8888888888888888
castinges	hastinges	0.8888888888888888
comutatum	comitatum	0.8888888888888888
comutatum	comutatam	0.8888888888888888
ecleshal	eceleshal	0.8888888888888888
ecleshal	ecleshale	0.8888888888888888
contemptu	contempta	0.8888888888888888
liefesham	lieuesham	0.8888888888888888
seruirium	seruitium	0.8888888888888888
perpetuum	perptuum	0.8888888888888888
perpetuum	perpetuus	0.8888888888888888
perpetuum	perpetuam	0.8888888888888888
ramesbure	ramesburi	0.8888888888888888
ramesbure	ramesbire	0.8888888888888888
adiderunt	adierunt	0.8888888888888888
pretaxate	pretaxata	0.8888888888888888
sublimare	sulimare	0.8888888888888888
sublimare	sublimari	0.8888888888888888
nostraque	nostroque	0.8888888888888888
nostraque	nostrique	0.8888888888888888
nostraque	nostreque	0.8888888888888888
conuenit	conueniat	0.8888888888888888
gunulfus	gundulfus	0.8888888888888888
gocelinum	iocelinum	0.8888888888888888
gocelinum	gocelinus	0.8888888888888888
bradenac	bradenace	0.8888888888888888
palmarius	palmarium	0.8888888888888888
pretaxate	pretaxato	0.8888888888888888
pretaxate	pretaxati	0.8888888888888888
bridport	brideport	0.8888888888888888
faciebat	faciebant	0.8888888888888888
petierunt	petierint	0.8888888888888888
cunteuila	cuntauila	0.8888888888888888
beuerlaco	beuerlac	0.8888888888888888
beuerlaco	beuerlaci	0.8888888888888888
intrarunt	intrabunt	0.8888888888888888
andeliaci	andeliaco	0.8888888888888888
receperit	receperim	0.8888888888888888
receperit	receperis	0.8888888888888888
receperit	receperat	0.8888888888888888
emendatis	emendatio	0.8888888888888888
bridport	bridiport	0.8888888888888888
quarteria	quareria	0.8888888888888888
liberatus	libertus	0.8888888888888888
berewicis	berewicia	0.8888888888888888
proueniat	prouenit	0.8888888888888888
westweniz	westwiniz	0.8888888888888888
carcatas	carucatas	0.8888888888888888
nortanton	nortamton	0.8888888888888888
nortanton	norhanton	0.8888888888888888
nortanton	normanton	0.8888888888888888
gritbrige	gritbrice	0.8888888888888888
consuetos	consuetis	0.8888888888888888
stainfeld	stanfeld	0.8888888888888888
cresinge	cresinges	0.8888888888888888
pocleston	pucleston	0.8888888888888888
desidero	desiderio	0.8888888888888888
hardawini	hardewini	0.8888888888888888
calumniam	calumnias	0.8888888888888888
conuentus	conuentui	0.8888888888888888
calumniam	calumnia	0.8888888888888888
teobalde	teodbalde	0.8888888888888888
tunebrug	tunebruge	0.8888888888888888
defuerint	debuerint	0.8888888888888888
defuerint	defuerit	0.8888888888888888
conuocate	conuocato	0.8888888888888888
sempingeh	sempingh	0.8888888888888888
duderhul	duderhula	0.8888888888888888
duderhul	duderhule	0.8888888888888888
coligenda	corigenda	0.8888888888888888
coligenda	coligendi	0.8888888888888888
leueland	leuelanda	0.8888888888888888
stanfeld	stainfeld	0.8888888888888888
conuentus	conuentum	0.8888888888888888
bertauila	certauila	0.8888888888888888
libertat	libertate	0.8888888888888888
lawrentio	laurentio	0.8888888888888888
momerfeld	mamerfeld	0.8888888888888888
decesore	decesorem	0.8888888888888888
decesore	decesores	0.8888888888888888
bendauila	bendeuila	0.8888888888888888
bendauila	bondauila	0.8888888888888888
mandauil	mandauila	0.8888888888888888
uolentes	uoluentes	0.8888888888888888
infantum	infantium	0.8888888888888888
persoluet	persoluat	0.8888888888888888
donatoris	donatores	0.8888888888888888
libertat	libertati	0.8888888888888888
benefitii	benefitio	0.8888888888888888
conuentus	contentus	0.8888888888888888
benefitii	benefitia	0.8888888888888888
benefitii	beneficii	0.8888888888888888
fontenaio	fonteneio	0.8888888888888888
melneford	milneford	0.8888888888888888
melneford	meleford	0.8888888888888888
pasturelo	pastorelo	0.8888888888888888
pasturelo	pastrelo	0.8888888888888888
pasturelo	pasturel	0.8888888888888888
maleuerer	maleferer	0.8888888888888888
maleuerer	maleurer	0.8888888888888888
conuentus	conueutus	0.8888888888888888
conuentus	conuentu	0.8888888888888888
mintingis	mentingis	0.8888888888888888
suscitari	suscitare	0.8888888888888888
clausuras	clausura	0.8888888888888888
cantelupo	cantilupo	0.8888888888888888
gundeuila	gundeuil	0.8888888888888888
gundeuila	gundeuile	0.8888888888888888
hainricus	hinricus	0.8888888888888888
hainricus	heinricus	0.8888888888888888
luminaris	luminaria	0.8888888888888888
iritantes	imitantes	0.8888888888888888
sigilaui	sigilauit	0.8888888888888888
guarnero	guarnerio	0.8888888888888888
exaudiui	exaudiuit	0.8888888888888888
parentem	aparentem	0.8888888888888888
transiuit	transibit	0.8888888888888888
transiuit	transiit	0.8888888888888888
habebeunt	habebunt	0.8888888888888888
hamertune	hamertun	0.8888888888888888
electioni	electione	0.8888888888888888
rohaisiam	rohaisia	0.8888888888888888
carucatis	carucatas	0.8888888888888888
norfolcia	norfolcie	0.8888888888888888
diferetur	deferetur	0.8888888888888888
reinerus	reinerius	0.8888888888888888
reinerus	reingerus	0.8888888888888888
reinerus	reignerus	0.8888888888888888
blocesham	blokesham	0.8888888888888888
aceperunt	ceperunt	0.8888888888888888
aceperunt	aceperant	0.8888888888888888
aceperunt	aceserunt	0.8888888888888888
gundeuila	mundeuila	0.8888888888888888
rainaldus	rainaudus	0.8888888888888888
reinaldo	reginaldo	0.8888888888888888
penfeldam	penfelda	0.8888888888888888
ranulpus	randulpus	0.8888888888888888
regularem	regulares	0.8888888888888888
afidauit	adfidauit	0.8888888888888888
elegerint	elegerit	0.8888888888888888
elegerint	elegerunt	0.8888888888888888
elegerint	legerint	0.8888888888888888
grimestun	grimeston	0.8888888888888888
aubigneio	albigneio	0.8888888888888888
galinaria	salinaria	0.8888888888888888
infangene	infangen	0.8888888888888888
infangene	infangent	0.8888888888888888
marescali	marscali	0.8888888888888888
bradeweia	bradeleia	0.8888888888888888
rainaldus	ranaldus	0.8888888888888888
marescali	marescal	0.8888888888888888
marescali	marescalo	0.8888888888888888
marescali	mariscali	0.8888888888888888
nonintona	donintona	0.8888888888888888
tradatur	tradantur	0.8888888888888888
humiliata	humiliat	0.8888888888888888
cupientes	cupientis	0.8888888888888888
delegatus	delegatis	0.8888888888888888
campertum	compertum	0.8888888888888888
estimauit	estimaui	0.8888888888888888
rainaldus	rainoldus	0.8888888888888888
rainaldus	reinaldus	0.8888888888888888
capelanis	capelanos	0.8888888888888888
capelanis	capelanus	0.8888888888888888
clausuras	clausuram	0.8888888888888888
habitura	habituram	0.8888888888888888
reingerus	rengerus	0.8888888888888888
reingerus	reinerus	0.8888888888888888
alewestan	aleweston	0.8888888888888888
gneweshal	gueweshal	0.8888888888888888
gneweshal	gnoweshal	0.8888888888888888
recipite	precipite	0.8888888888888888
preciatos	preciatas	0.8888888888888888
perfectam	perfectum	0.8888888888888888
perfectam	perfecta	0.8888888888888888
estbrent	estbrenta	0.8888888888888888
receptare	receptari	0.8888888888888888
lindewde	lindewode	0.8888888888888888
uideritis	uixeritis	0.8888888888888888
posiderat	posideat	0.8888888888888888
uideritis	uidebitis	0.8888888888888888
remouendi	remouendo	0.8888888888888888
benigwrta	benigwrda	0.8888888888888888
mertonam	merstonam	0.8888888888888888
mertonam	meritonam	0.8888888888888888
wlfricus	wulfricus	0.8888888888888888
quicumque	quocumque	0.8888888888888888
quicumque	quacumque	0.8888888888888888
quicumque	cuicumque	0.8888888888888888
quicumque	quecumque	0.8888888888888888
quicumque	quicunque	0.8888888888888888
clausuras	clausuris	0.8888888888888888
curiculis	cuniculis	0.8888888888888888
posiderat	posederat	0.8888888888888888
capelanis	capenanis	0.8888888888888888
uicinorum	uicinorem	0.8888888888888888
capelanis	capelania	0.8888888888888888
capelanis	capelani	0.8888888888888888
henricus	heinricus	0.8888888888888888
capientur	capiuntur	0.8888888888888888
campedena	campedene	0.8888888888888888
clarisimi	clarisimo	0.8888888888888888
donaueram	donauerat	0.8888888888888888
conuocato	conuocate	0.8888888888888888
aplicare	aplicaret	0.8888888888888888
lenitatis	leuitatis	0.8888888888888888
teobaldi	teodbaldi	0.8888888888888888
uicinorum	uicinarum	0.8888888888888888
restituta	restituti	0.8888888888888888
posiderat	posiderit	0.8888888888888888
marscalo	marescalo	0.8888888888888888
marscalo	mariscalo	0.8888888888888888
stanmerum	stanmerus	0.8888888888888888
greinesbi	grenesbi	0.8888888888888888
greinesbi	grainesbi	0.8888888888888888
dominicam	dominicas	0.8888888888888888
dominicam	dominicum	0.8888888888888888
dominicam	dominica	0.8888888888888888
herdewic	herdewica	0.8888888888888888
colcestre	colcestr	0.8888888888888888
prepedita	prepediti	0.8888888888888888
posiderat	posidebat	0.8888888888888888
gaufridi	gausfridi	0.8888888888888888
audiente	audientes	0.8888888888888888
posidebit	posiderit	0.8888888888888888
herlewini	horlewini	0.8888888888888888
stanlegam	stanleiam	0.8888888888888888
moritanie	moritanio	0.8888888888888888
moritanie	moritonie	0.8888888888888888
felicter	feliciter	0.8888888888888888
oxenforde	oxenford	0.8888888888888888
oxenforde	oxeforde	0.8888888888888888
banebiria	baneberia	0.8888888888888888
banebiria	banebirie	0.8888888888888888
aliquando	aliquanto	0.8888888888888888
turbaria	turbariam	0.8888888888888888
completis	conpletis	0.8888888888888888
completis	completi	0.8888888888888888
completis	completas	0.8888888888888888
completis	completos	0.8888888888888888
campdene	campedene	0.8888888888888888
turburuil	turberuil	0.8888888888888888
iusticias	iusticia	0.8888888888888888
iusticias	iusticiis	0.8888888888888888
germundi	geremundi	0.8888888888888888
iusticias	iusticiam	0.8888888888888888
iusticias	iustitias	0.8888888888888888
iusticias	iusticiar	0.8888888888888888
gritbrece	gritbruce	0.8888888888888888
gritbrece	gritbrice	0.8888888888888888
gritbrece	gridbrece	0.8888888888888888
sumonitu	sumonitum	0.8888888888888888
potuerit	potuerint	0.8888888888888888
memorato	memoratos	0.8888888888888888
uniuersam	uniuersum	0.8888888888888888
uniuersam	uniuersa	0.8888888888888888
ospitalis	ospitali	0.8888888888888888
danegeldo	denegeldo	0.8888888888888888
subiacere	subiaceri	0.8888888888888888
australes	australem	0.8888888888888888
australes	australe	0.8888888888888888
misendene	mesendene	0.8888888888888888
misendene	risendene	0.8888888888888888
salinaria	galinaria	0.8888888888888888
monacilis	monacili	0.8888888888888888
malgerus	malgertus	0.8888888888888888
malgerus	malgerius	0.8888888888888888
pucleston	pocleston	0.8888888888888888
pucleston	puceston	0.8888888888888888
hereuici	hereuicii	0.8888888888888888
uniuersam	uniuersas	0.8888888888888888
pertinuit	pertingit	0.8888888888888888
comiserit	comiserat	0.8888888888888888
aldwinus	baldwinus	0.8888888888888888
aldwinus	aldewinus	0.8888888888888888
seruantur	sequantur	0.8888888888888888
werburge	wereburge	0.8888888888888888
halselin	halselini	0.8888888888888888
cardinal	cardinale	0.8888888888888888
seruantur	seruatur	0.8888888888888888
desierit	desierint	0.8888888888888888
captionem	captione	0.8888888888888888
captionem	cautionem	0.8888888888888888
sumonitu	sumonitus	0.8888888888888888
haimfridi	raimfridi	0.8888888888888888
exigatur	exigantur	0.8888888888888888
wardepeni	wardpeni	0.8888888888888888
gloriosus	gloriosum	0.8888888888888888
kenelwort	kenulwort	0.8888888888888888
kenelwort	kenelwurt	0.8888888888888888
ulgerius	bulgerius	0.8888888888888888
conductum	conductu	0.8888888888888888
conductum	conductus	0.8888888888888888
ascetilus	ancetilus	0.8888888888888888
ascetilus	asketilus	0.8888888888888888
ascetilus	ascitilus	0.8888888888888888
ascetilus	ascetinus	0.8888888888888888
sotendon	sotendona	0.8888888888888888
mariagiam	mariagium	0.8888888888888888
wardepeni	warepeni	0.8888888888888888
precipite	precipit	0.8888888888888888
benigwrd	benigwrda	0.8888888888888888
honestate	honestati	0.8888888888888888
hameslape	hamoslape	0.8888888888888888
hameslape	hameslap	0.8888888888888888
hameslape	hameslapa	0.8888888888888888
cercetur	cerceatur	0.8888888888888888
hefingham	hedingham	0.8888888888888888
hefingham	hecingham	0.8888888888888888
hefingham	hekingham	0.8888888888888888
hefingham	heuingham	0.8888888888888888
cundikote	cundicote	0.8888888888888888
pateshil	pateshile	0.8888888888888888
precipite	recipite	0.8888888888888888
oferebat	oferebant	0.8888888888888888
westonam	wdestonam	0.8888888888888888
hosbertus	gosbertus	0.8888888888888888
mauritius	mauritium	0.8888888888888888
guarantum	garantum	0.8888888888888888
tiodbaldo	tidbaldo	0.8888888888888888
tiodbaldo	teodbaldo	0.8888888888888888
fladebiri	fledebiri	0.8888888888888888
ascetilo	anscetilo	0.8888888888888888
ingerano	ingelrano	0.8888888888888888
bizantio	bizantios	0.8888888888888888
uberiores	uberiorem	0.8888888888888888
consensus	consensu	0.8888888888888888
consensus	consensum	0.8888888888888888
hosbertus	osbertus	0.8888888888888888
hosbertus	holbertus	0.8888888888888888
longitud	longitudo	0.8888888888888888
sandherst	sanderst	0.8888888888888888
costentin	costetin	0.8888888888888888
tenuerit	tenuerint	0.8888888888888888
britonem	brictonem	0.8888888888888888
poterunt	potuerunt	0.8888888888888888
trageleia	rageleia	0.8888888888888888
siwardebi	siwardbi	0.8888888888888888
reinoldi	reinboldi	0.8888888888888888
engelrano	ingelrano	0.8888888888888888
engelrano	engelramo	0.8888888888888888
engelrano	engerano	0.8888888888888888
engelrano	engelrani	0.8888888888888888
danegeldo	danegeld	0.8888888888888888
danegeldo	danegelda	0.8888888888888888
danegeldo	dangeldo	0.8888888888888888
ceterorum	celerorum	0.8888888888888888
ermeline	hermeline	0.8888888888888888
opinione	opinionem	0.8888888888888888
donationi	donatione	0.8888888888888888
clamancia	clamantia	0.8888888888888888
cundicote	cundikote	0.8888888888888888
cepiscopo	cepiscopi	0.8888888888888888
cepiscopo	episcopo	0.8888888888888888
dependere	defendere	0.8888888888888888
deditione	reditione	0.8888888888888888
iaculator	ioculator	0.8888888888888888
nocturnis	nocturnas	0.8888888888888888
ceterorum	ceterarum	0.8888888888888888
tradendum	tradendam	0.8888888888888888
excercere	exercere	0.8888888888888888
tradendum	trahendum	0.8888888888888888
compleat	compleant	0.8888888888888888
hertwela	hertewela	0.8888888888888888
ebdomada	ebdomadam	0.8888888888888888
ebdomada	hebdomada	0.8888888888888888
ebdomada	ebdomadas	0.8888888888888888
irationem	rationem	0.8888888888888888
irationem	orationem	0.8888888888888888
emendando	emendanda	0.8888888888888888
temerario	temeraria	0.8888888888888888
temerario	temerarii	0.8888888888888888
temerario	temerarie	0.8888888888888888
bertrano	bertramno	0.8888888888888888
torinton	torintone	0.8888888888888888
manecestr	mancestr	0.8888888888888888
branford	brancford	0.8888888888888888
herlewini	herlewino	0.8888888888888888
herlewini	harlewini	0.8888888888888888
confidens	confitens	0.8888888888888888
pensiones	pensione	0.8888888888888888
pensiones	pensionem	0.8888888888888888
pensiones	pensionis	0.8888888888888888
tranquila	tranquilo	0.8888888888888888
benedixit	benedixi	0.8888888888888888
festinare	destinare	0.8888888888888888
imiserit	dimiserit	0.8888888888888888
ioculator	iaculator	0.8888888888888888
aposuimus	posuimus	0.8888888888888888
sarebiria	sareberia	0.8888888888888888
bocolanda	boolanda	0.8888888888888888
moneketon	monketon	0.8888888888888888
moneketon	muneketon	0.8888888888888888
position	positione	0.8888888888888888
cantebrig	cantebrug	0.8888888888888888
pastrelo	pasturelo	0.8888888888888888
pastrelo	pastorelo	0.8888888888888888
uenerando	uenerande	0.8888888888888888
uenerando	ueneranda	0.8888888888888888
uenerando	uenerandi	0.8888888888888888
bocolanda	bocelanda	0.8888888888888888
bocolanda	bocalanda	0.8888888888888888
bocolanda	boclanda	0.8888888888888888
normanbi	normanebi	0.8888888888888888
manecestr	mamecestr	0.8888888888888888
construxi	construi	0.8888888888888888
gualterus	ualterus	0.8888888888888888
plirntona	plintona	0.8888888888888888
teneturam	tenetura	0.8888888888888888
inodantes	inouantes	0.8888888888888888
soluturam	soluturum	0.8888888888888888
teneturam	teneuram	0.8888888888888888
teneturam	teneduram	0.8888888888888888
baderonis	baderoni	0.8888888888888888
escambiis	escambias	0.8888888888888888
escambiis	escambii	0.8888888888888888
bardenaio	bardenaia	0.8888888888888888
bardenaio	bardenai	0.8888888888888888
helingeam	hetingeam	0.8888888888888888
gualterus	galterus	0.8888888888888888
botermere	butermere	0.8888888888888888
firmatura	firmatur	0.8888888888888888
inuiolate	inuiolata	0.8888888888888888
conuenise	conuenire	0.8888888888888888
wauerleia	wauerlei	0.8888888888888888
beatisimo	beatisimi	0.8888888888888888
beatisimo	beatisime	0.8888888888888888
lilenton	lilentona	0.8888888888888888
wauerleia	wauerleie	0.8888888888888888
alueredum	aluredum	0.8888888888888888
alueredum	alueredus	0.8888888888888888
